Lic Regn	Lic Dist	Lic Cnty	Lic Type	Lic Xprdte	Lic Seqn	License Name	Business Name	Premise Street	Premise City	Premise State	Premise Zip Code	Mail Street	Mail City	Mail State	Mail Zip Code	Voice Phone
8	52	033	08	8K	36792	BENELLI USA CORPORATION	NULL	17603 INDIAN HEAD HWY	ACCOKEEK	MD	20607	17603 INDIAN HEAD HWY	ACCOKEEK	MD	20607	3012836981
8	52	033	08	6K	07698	BERETTA USA CORPORATION	NULL	17601 BERETTA DR	ACCOKEEK	MD	206070000	17601 BERETTA DR	ACCOKEEK	MD	206070000	3012832191
8	52	033	07	6K	07699	BERETTA U S A CORPORATION	BERETTA USA CORP/ BERETTA USA	17601 BERETTA DR	ACCOKEEK	MD	206070000	17601 BERETTA DR	ACCOKEEK	MD	206070000	3012832191
8	52	037	01	8H	04813	BURTON FIREARMS LLC	NULL	39108 COBRUMS WHARF RD	AVENUE	MD	20609	39108 COBRUMS WHARF RD	AVENUE	MD	20609	3019974831
8	52	033	07	6J	07007	NRM POWER PRODUCTS LLC	PRECISION BALLISTICS	14212 BRANDYWINE RD	BRANDYWINE	MD	20613	14212 BRANDYWINE RD	BRANDYWINE	MD	20613	3017827400
8	52	033	01	9C	12490	APPARATUS SOLUTIONS LLC	NULL	15217 BADEN WESTWOOD RD	BRANDYWINE	MD	20613	15217 BADEN WESTWOOD RD	BRANDYWINE	MD	20613	3016613962
8	52	033	01	8F	06679	NRM POWER PRODUCTS LLC	PRECISION BALLISTICS	14212 BRANDYWINE RD	BRANDYWINE	MD	20613	14212 BRANDYWINE RD	BRANDYWINE	MD	20613	3015799941
8	52	017	01	6K	36958	"BUCKLEY, LARRY ALLEN"	LAB SPORTS	3159 FRASER RD	BRYANS RD	MD	206160000	3159 FRASER RD	BRYANS RD	MD	206160000	3013757202
8	52	017	01	8F	07248	"SUTPHIN, GARY WAYNE"	LOCK STOCK & BARREL GUN SHOP	6966 LEONARDTOWN RD	BRYANTOWN	MD	206170000	P O BOX 156	BRYANTOWN	MD	206170000	3018144788
8	52	037	01	9B	10877	"THOMAS, JOSEPH DONALD"	THOMAS GUN SALES	21248 WHITE NECK RD	BUSHWOOD	MD	20618	21248 WHITE NECK RD	BUSHWOOD	MD	20618	3017692274
8	52	037	01	9B	04371	SUBURBAN PLUMBING & HEATING INC	NULL	22244 COLTON POINT RD	BUSHWOOD	MD	206180000	PO BOX 77	AVENUE	MD	206090077	3017692010
8	52	037	01	7C	00492	WAL-MART STORES EAST LP	WAL-MART STORE #1981	45485 MIRAMAR WAY	CALIFORNIA	MD	20619	508 SW 8TH STREET	BENTONVILLE	AR	727160500	3017374420
8	52	037	01	6L	03506	"BELDEN, ROBERT E JR"	BOBS SUNOCO	20321 PINEY POINT RD	CALLAWAY	MD	20620	20321 PINEY POINT RD	CALLAWAY	MD	20620	3019942100
8	52	037	07	7K	04084	BOB'S SUNOCO LLC	NULL	20321 PINEY POINT RD	CALLAWAY	MD	20620	20321 PINEY POINT RD	CALLAWAY	MD	20620	3019942100
8	52	017	01	7J	03919	"FISHER, MICHAEL GEARY"	NULL	12670 TRINITY DR	CHARLOTTE HALL	MD	20622	12670 TRINITY DR	CHARLOTTE HALL	MD	20622	3013929366
8	52	017	01	7H	03867	"MILLER, ROGER A"	MILLERS GUNWORKS	18842 WICOMICO RIVER DR	COBB ISLAND	MD	20625	PO BOX 327	COBB ISLAND	MD	206250000	3012590311
8	52	037	01	7B	01309	"CROMWELL, NICKOLAS JAY"	CROMWELLS FIREARMS	21591 HARRISON ST	GREAT MILLS	MD	20634	21591 HARRISON ST	GREAT MILLS	MD	20634	3018630377
8	52	037	01	8E	10224	"HALL, IRVING DAMIAN JUDE"	RENEWED GEMS	20353 POINT LOOKOUT RD	GREAT MILLS	MD	20634	20353 POINT LOOKOUT RD	GREAT MILLS	MD	20634	3019943005
8	52	037	01	6B	05707	"WARD, NATHAN KEITH"	WARD'S FIREARMS	45654 CENTERVIEW LN	GREAT MILLS	MD	20634	45654 CENTERVIEW LN	GREAT MILLS	MD	20634	8439864638
8	52	037	01	7B	09540	"MILLER, RICHARD CHARLES"	MILLER'S GUN SERVICE	45805 CHURCH DR	GREAT MILLS	MD	206340000	45805 CHURCH DR	GREAT MILLS	MD	206340000	3018623683
8	52	037	06	6J	37130	"CARDONA, PETER G"	QUALITY CARTRIDGE	42495 ANNE CT	HOLLYWOOD	MD	206360000	PO BOX 445	HOLLYWOOD	MD	206360000	3013733719
8	52	017	01	6H	06542	"LEAGAN, JOHN"	NULL	15700 CLOVERLEAF CT	HUGHESVILLE	MD	20637	15700 CLOVERLEAF CT	HUGHESVILLE	MD	20637	3012749444
8	52	009	01	6K	35063	"TILLEY, THOMAS EDWARD"	TOM'S GUNS	2081 LOWERY OAKS LN	HUNTINGTOWN	MD	206390000	2081 LOWERY OAKS LN	HUNTINGTOWN	MD	206390000	4102574919
8	52	017	01	7C	00509	WAL-MART STORES EAST LP	WAL-MART STORE #2853	40 DRURY DR	LA PLATA	MD	20646	508 SW 8TH STREET	BENTONVILLE	AR	727160500	3013929112
8	52	017	01	8B	09392	DEFENSIVE AND PROTECTIVE SOLUTIONS LLC	NULL	8989 HILLARY CT	LA PLATA	MD	20646	P O BOX 1032	LA PLATA	MD	20646	2403834763
8	52	017	01	8M	36442	"BARNETT, RALPH ANTHONY"	R & D SYSTEMS	9167 PREFERENCE DRIVE	LAPLATA	MD	20646	9167 PREFERENCE DRIVE	LAPLATA	MD	20646	3019344901
8	52	017	07	8J	36259	"MARGIOTTA, PETER ANGELO"	SOUTHERN MARYLAND BARREL	10175 CROSS CREEK PL	LAPLATA	MD	206460000	10175 CROSS CREEK PL	LAPLATA	MD	206464015	3019342578
8	52	017	01	7L	09397	"GARCIA, RALPH EDWIN"	NULL	6592 ELLENWOOD DR	LA PLATA	MD	206460000	6592 ELLENWOOD DR.	LA PLATA	MD	206460000	3019341795
8	52	037	01	6F	06341	SNAFUBAR LLC	NULL	24684 PIN CUSHION RD	LEONARDTOWN	MD	20650	24684 PIN CUSHION RD	LEONARDTOWN	MD	20650	3019041144
8	52	037	01	6B	05611	ALL AMERICAN MD LLC	LEIM/LEGION RIFLES	22530 WASHINGTON ST	LEONARDTOWN	MD	20650	PO BOX 5912	LEONARDTOWN	MD	20650	3012478863
8	52	037	01	7F	02432	ACCURATE GUNS AND AMMO LLC	NULL	28650 POINT LOOKOUT RD	LEONARDTOWN	MD	20650	28650 POINT LOOKOUT RD	LEONARDTOWN	MD	20650	3014751778
8	52	037	07	9A	05214	ROSCOE ENTERPRISES LLC	OLDE MILL FIREARMS	42237 ST ANDREWS CHURCH RD	LEONARDTOWN	MD	20650	42237 ST ANDREWS CHURCH RD	LEONARDTOWN	MD	20650	3014817026
8	52	037	08	7D	07770	ALL AMERICAN MD LLC	LEIM/LEGION RIFLES	22530 WASHINGTON ST	LEONARDTOWN	MD	20650	P O BOX 2512	LEONARDTOWN	MD	20650	2403094012
8	52	037	07	7A	03604	ACCURATE GUNS & AMMO LLC	NULL	28650 POINT LOOKOUT RD	LEONARDTOWN	MD	20650	28650 POINT LOOKOUT RD	LEONARDTOWN	MD	20650	3014751778
8	52	037	01	6H	06589	"FAIRFAX, DAVID W, FAIRFAX, JEFFERY R & HOOD, PAUL"	JD TACTICAL FIREARMS	23258 JENIFER CT	LEONARDTOWN	MD	20650	23258 JENIFER CT	LEONARDTOWN	MD	20650	3016902814
8	52	037	01	8D	36735	J L W FINE ARMS INC	NULL	23458 HOLLYWOOD RD	LEONARDTOWN	MD	206500000	PO BOX 1025	LEONARDTOWN	MD	206500000	3014755747
8	52	037	01	6M	36520	"MCCOY, RICHARD EARL"	RICH'S GUN SHOP	21279 WOODMERE DR	LEONARDTOWN	MD	206500000	21279 WOODMERE DR	LEONARDTOWN	MD	206500000	3014752153
8	52	037	07	7M	09138	ELTS CONSULTING LLC	PANDA TACTICAL	48372 SUNBURST DR	LEXINGTON PARK	MD	20653	48372 SUNBURST DR	LEXINGTON PARK	MD	20653	2402985144
8	52	037	01	8C	01131	"GERKIN, DAVID MICHAEL"	DAGER ENTERPRISES	22671 RUE WOODS DR	LEXINGTON PARK	MD	20653	22671 RUE WOODS DR	LEXINGTON PARK	MD	20653	2402987614
8	52	037	01	6K	06557	9 OAKS LLC	CHUCK'S FIREARMS	45589 LEGERTON LN	LEXINGTON PARK	MD	20653	45589 LEGERTON LN	LEXINGTON PARK	MD	20653	2405613699
8	52	037	01	7K	03966	"DICK'S SPORTING GOODS, INC."	"DICK'S SPORTING GOODS, INC. (#639)"	46260 LEXINGTON VILLAGE WAY	LEXINGTON PARK	MD	20653	345 COURT ST	CORAOPOLIS	PA	15108	2407250142
8	52	037	01	7L	08496	ELTS CONSULTING LLC	PANDA TACTICAL	48372 SUNBURST DR	LEXINGTON PARK	MD	20653	48372 SUNBURST DR	LEXINGTON PARK	MD	20653	2402985144
8	52	037	01	7K	06325	THE TACKLE BOX INC	NULL	22035 THREE NOTCH RD	LEXINGTON PARK	MD	206530000	22035 THREE NOTCH RD	LEXINGTON PARK	MD	206530000	3018638151
8	52	037	01	8D	11767	"BOSWELL, RICHARD JOHN"	NULL	45899 KRISTI LYNN CT	LEXINGTON  PARK	MD	206533301	45899 KRISTI LYNN CT	LEXINGTON  PARK	MD	206533301	3018636113
8	52	009	01	8G	11953	"URSIC, JACK H"	PATUXENT RIVER GUNS	10025 TRUEMAN RD SUITE 102	LUSBY	MD	206570000	10025 TRUEMAN RD SUITE 102	LUSBY	MD	206570000	4103266277
8	52	037	01	8G	12284	"DYE, MICHAEL ALLEN"	MAD FIREARMS	26005 MURPHY LANE	MECHANICSVILLE	MD	20659	26005 MURPHY LANE	MECHANICSVILLE	MD	20659	2405157592
8	52	037	01	6M	03554	"MALASPINA, ANTONIO JOSEPH  SR"	THE GUN LOCKER	29025 THREE NOTCH RD	MECHANICSVILLE	MD	20659	29025 THREE NOTCH RD	MECHANICSVILLE	MD	20659	3018845000
8	52	037	01	7G	08298	EXECUTIVE DESIGNS INC	CASTLE KEEP ARMS	30160 LONE WOLF CT	MECHANICSVILLE	MD	20659	30160 LONE WOLF CT	MECHANICSVILLE	MD	20659	2403755097
8	52	037	01	6L	02190	"ROSS, GARY LEE"	GLR ENTERPRISES	27409 YOWAISKI MILL RD	MECHANICSVILLE	MD	20659	27409 YOWAISKI MILL RD	MECHANICSVILLE	MD	20659	2402982878
8	52	037	07	7D	07769	ALL AMERICAN MD LLC	LEIM/LEGION RIFLES	25506 PETAL CT	MECHANICSVILLE	MD	20659	25506 PETAL CT	MECHANICSVILLE	MD	20659	3019046995
8	52	037	01	8E	10293	"MACBRYDE, JOHN CHARLES"	K & M AMMO	38950 HOLLYBANK DR	MECHANICSVILLE	MD	206590000	38950 HOLLYBANK DR	MECHANICSVILLE	MD	206590000	3018843798
8	52	017	01	7L	35964	"MILLER, CURTIS JAMES"	PRECISION GUN WORKS	11890 WOODBURY RD	NANJEMOY	MD	206620000	11890 WOODBURY RD	NANJEMOY	MD	206620000	3017435483
8	52	037	01	6G	33125	PAX RIVER SKEET CLUB	NULL	TATE RD NAS	PATUXENT RIVER	MD	206700000	P O BOX 333	PATUXENT RIVER	MD	206700000	2409253356
8	52	017	06	8H	01834	MARYLAND RELOAD - R- INC	NULL	4530 WOODLAWN CT	POMFRET	MD	20675	4530 WOODLAWN CT	POMFRET	MD	20675	3019346213
8	52	009	01	8J	12335	"POOLE, DOUGLAS GARY"	NULL	3585 CRANE RD	PORT REPUBLIC	MD	20676	3585 CRANE RD	PORT REPUBLIC	MD	20676	3019804220
8	52	009	01	8C	04218	"MOSCHETTO, LOUIS JOHN JR & MICHELINI, MARK ANGELO"	GI GI'S GUN SHOP	1805 WESTERN SHORES BLVD	PORT REPUBLIC	MD	20676	P O BOX 248	PORT REPUBLIC	MD	20676	4104958444
8	52	009	01	6G	97967	"HORNICK, HARRY T"	HSG OF SOUTHERN MARYLAND	3730 HANCE RD	PORT REPUBLIC	MD	206760000	3730 HANCE RD	PORT REPUBLIC	MD	206760000	4105860741
8	52	009	06	9C	05684	"MOSCHETTO, LOUIS JOHN JR & MICHELINI, MARK ANGELO"	GIGI'S GUN SHOP	1805 WESTERN SHORES BLVD	PORT REPUBLIC	MD	206762665	P O BOX 248	PORT REPUBLIC	MD	206762665	4104958444
8	52	017	01	8H	12283	"LANZA, JOHN R"	AR'S BY RICK	9670 POORHOUSE RD	PORT TOBACCO	MD	20677	9670 POORHOUSE RD	PORT TOBACCO	MD	20677	3019341665
8	52	009	01	8G	12261	"BOURQUE, MICHAEL THOMAS"	MTB GUNWORKS	625 STILLWATER LN	PRINCE FREDERICK	MD	20678	625 STILLWATER LN	PRINCE FREDERICK	MD	20678	4105353870
8	52	009	07	8E	04537	GURU ENTERPRISES LLC	FREE STATE MILITIA FIREARMS	4417 CASSELL BLVD	PRINCE FREDERICK	MD	20678	4417 CASSELL BLVD	PRINCE FREDERICK	MD	20678	4439680447
8	52	009	07	8F	04970	TIME OFF CHARTERS LLC	NULL	1745 FOREST GLEN DR	PRINCE FREDERICK	MD	20678	1745 FOREST GLEN DR	PRINCE FREDERICK	MD	20678	4108083832
8	52	009	01	8K	34475	"CUMBERLAND, LAURENCE W B"	PATUXENT GUNS	481 MAIN ST	PRINCE FREDERICK	MD	206780000	PO BOX 840	PRINCE FREDERICK	MD	206780000	4105355300
8	52	037	01	7H	00640	"JONES, DONALD BENJAMIN"	D & L LOCKSMITHING	48292 MULBERRY LANE	ST INIGOES	MD	20684	P O BOX 746	ST INIGOES	MD	20684	3018627953
8	52	037	01	6K	03490	"WATSON, MICHAEL HARLAN"	SNOOPS GUN AND AMMO	14929 POINT LOOKOUT RD	ST INIGOES	MD	20684	14929 POINT LOOKOUT RD	ST INIGOES	MD	20684	2408321323
8	52	009	07	8M	05403	BAYSIDE FIREARMS LLC	BAYSIDE FIREARMS	1955 B DIVISION LN	SAINT LEONARD	MD	20685	1955 B DIVISION LN	SAINT LEONARD	MD	20685	4105860000
8	52	009	01	6M	07299	B&L SALES	BABCOCK ARMS	5015 SAINT LEONARD RD	SAINT LEONARD	MD	20685	3217 MARYLAND AVE	PORT REPUBLIC	MD	20676	4435321333
8	52	009	01	6B	05500	JBG TACTICAL LLC	NULL	850 CALVERT BEACH RD	SAINT LEONARD	MD	20685	850 CALVERT BEACH RD	SAINT LEONARD	MD	20685	3016413004
8	52	009	01	6H	06343	"DOWELL, BRYAN K"	NULL	140 DALRYMPLE RD	SUNDERLAND	MD	20689	P O BOX 113	SUNDERLAND	MD	20689	4102575527
8	52	017	01	8K	05198	"WALZ, BENJAMIN HARRY"	NULL	5490 FREDDY PL	WELCOME	MD	20693	5490 FREDDY PL	WELCOME	MD	20693	3019346187
8	52	017	01	7G	03860	"CANTILENA, RICHARD ANTHONY"	NULL	9290 GUNSTON RD	WELCOME	MD	20693	9290 GUNSTON RD	WELCOME	MD	20693	3019343262
8	52	017	07	7A	03544	FREDS SPORTS & FURNITURE INC	FREDS SPORTS	4781 CRAIN HWY	WHITE PLAINS	MD	20695	4781 CRAIN HWY	WHITE PLAINS	MD	20695	3016455694
8	52	017	01	6D	05939	"TREMBLAY, BRUCE PARSONS JR"	GUNNY'S TRANSFER	4015 COUNTRYSIDE LN	WHITE PLAINS	MD	20695	4015 COUNTRYSIDE LN	WHITE PLAINS	MD	20695	3016457569
8	52	017	02	6E	02055	SCHICK SALES INC	ALL PAWN	10595 MIDDLE PORT LA	WHITE PLAINS	MD	20695	10595 MIDDLE PORT LA	WHITE PLAINS	MD	20695	3018852274
8	52	033	01	7C	01407	BELTSVILLE SPORT CENTER INC	BELTSVILLE SPORT CENTER	11174 BALTIMORE BLVD	BELTSVILLE	MD	20705	11174 BALTIMORE BLVD	BELTSVILLE	MD	20705	3019376611
8	52	033	07	8G	12277	M O A INDUSTRIES LLC	MURRAY'S ORDNANCE ARMORY	11182 BALTIMORE AVE UNIT #4	BELTSVILLE	MD	20705	6641 PARK HALL DR	LAUREL	MD	20707	2403726527
8	52	033	07	8A	10388	"GOLDMAN, EDWARD LUTHER"	NULL	10745 UNIT 3 TUCKER STREET	BELTSVILLE	MD	20705	10745 UNIT 3 TUCKER STREET	BELTSVILLE	MD	20705	3019377270
8	52	033	07	6L	07219	LAWMEN SUPPLY COMPANY OF NEW JERSEY INC	NULL	4611 ASSEMBLY DR STE G	LANHAM	MD	20706	4611 ASSEMBLY DR STE G	LANHAM	MD	20706	3015777082
8	52	033	01	8L	12296	"SAUNDERS, MINA TYCHEL"	MTS ENTERPRISE	806 MAPLE AVE	LAUREL	MD	20707	806 MAPLE AVE	LAUREL	MD	20707	3017255239
8	52	033	07	9B	05541	TACTICAL DEFENSE FIREARMS LLC	NULL	402 GREENHILL AVE	LAUREL	MD	20707	6030 DAYBREAK CIRCLE STE A150 / 245	CLARKSVILLE	MD	21029	3018424867
8	52	033	01	7G	03822	"LANCASTER, HAZEN DESHAWN"	NULL	11295 LAUREL WALK DR	LAUREL	MD	20708	11295 LAUREL WALK DR	LAUREL	MD	20708	3014908979
8	52	003	01	9C	12402	SOUTHERN SMITHS LLC	NULL	5269 SOLOMONS ISLAND RD	LOTHIAN	MD	20711	5269 SOLOMONS ISLAND RD	LOTHIAN	MD	20711	4438227243
8	52	009	01	8E	04532	BAY AREA FIREARMS LLC	BAY AREA FIREARMS	8909 CHESAPEAKE AVE	NORTH BEACH	MD	20714	P O BOX 345	NORTH BEACH	MD	20714	4106107597
8	52	009	01	7F	10151	"CROCKETT, THOMAS F"	TANS	9032A CHESAPEAKE AVE	NORTH BEACH	MD	207140000	PO BOX 550	NORTH BEACH	MD	207140000	4102576619
8	52	033	01	7G	34384	"KLEIN, IRA"	LOUS SPORTING GOODS	12227 MARNE LN	BOWIE	MD	207150000	12227 MARNE LN	BOWIE	MD	207150000	3012626138
8	52	033	01	6G	06349	BURNING SPEAR LLC	NULL	13005 WOODMORE N BLVD	BOWIE	MD	20720	13005 WOODMORE N BLVD	BOWIE	MD	20720	2405653930
8	52	033	01	6M	07315	"BRAKE, EARL JEROME SR"	EJB'S GUNSHOP	11404 CANTERBURY CT	BOWIE	MD	20721	11404 CANTERBURY CT	BOWIE	MD	20721	2408762255
8	52	033	07	8J	05082	A1 UNIFORM SALES CO INC	NULL	4010 VOLTA AVE STE 200	BRENTWOOD	MD	20722	4010 VOLTA AVE STE 200	BRENTWOOD	MD	20722	3012779100
8	52	003	02	7L	00735	SECURED ASSET LENDING INC	A1 PAWNBROKERS 198	3527 FORT MEADE RD	LAUREL	MD	20724	3527 FORT MEADE RD	LAUREL	MD	20724	3014977296
8	52	009	01	7G	03882	SOLTEK LLC	NULL	4655 WILLOWS RD	CHESAPEAKE BEACH	MD	20732	4655 WILLOWS RD	CHESAPEAKE BEACH	MD	20732	4108775287
8	52	009	01	6J	35037	"ELLIOTT, ROBERT EDWARD"	NULL	3900 CHESAPEAKE BEACH RD	CHESAPEAKE BEACH	MD	207320000	PO BOX 135	CHESAPEAKE BEACH	MD	207320135	3018555090
8	52	033	01	8K	34432	"WALKER, ALVIN J"	ARMS INTERNATIONAL	6501 YOCHELSON PL	CLINTON	MD	207350000	6501 YOCHELSON PL	CLINTON	MD	207350000	3018566700
8	52	009	01	7H	03912	"TOZZI, GERARD"	NULL	495 GRANTHAM DR	OWINGS	MD	20736	495 GRANTHAM DR	OWINGS	MD	20736	3018552817
8	52	009	01	8J	11975	"COWAN, ROBERT M"	CALVERT ARMS	750 WOODLAND WAY	OWINGS	MD	207360000	750 WOODLAND WAY	OWINGS	MD	207360000	3018552228
8	52	033	01	6F	10973	"ROSS, RONALD E"	GUN SMITHING	6324 57TH AVE	RIVERDALE	MD	207370000	6324 57TH AVE	RIVERDALE	MD	207370000	3019277809
8	52	033	02	6D	36883	BEST PAWN INC	BEST PAWN	6609 RIVERDALE RD	RIVERDALE	MD	207370000	6609 RIVERDALE RD	RIVERDALE	MD	207370000	3014596400
8	52	033	01	7C	07611	BRDN ENTERPRISES LLC	S & W ARMS	5116 KENNEBUNK TERRACE	COLLEGE PARK	MD	20740	5116 KENNEBUNK TERRACE	COLLEGE PARK	MD	20740	2406871100
8	52	033	01	7C	07341	G & G CANINE WORKS LLC	NULL	3733 MARLBROUGH WAY	COLLEGE PARK	MD	20740	3733 MARLBROUGH WAY	COLLEGE PARK	MD	20740	2406948025
8	52	033	02	8A	02676	A 1 PAWNBROKERS INC	A 1 PAWNBROKERS #1	4938 EDGEWOOD RD	COLLEGE PARK	MD	20740	4938 EDGEWOOD RD	COLLEGE PARK	MD	20740	3013450858
8	52	033	01	7E	36987	"MARCOS, JOSE ALBERTO"	WORLDWIDE SPORTS	109 EAGLE HEAD DR	FORT WASHINGTON	MD	207440000	109 EAGLE HEAD DR	FORT WASHINGTON	MD	207440000	3014667653
8	52	033	02	8B	00769	ADVANTAGE LENDING INC	A-1 PAWNBROKERS #4	3416 DONNELL DRIVE	FORESTVILLE	MD	20747	3416 DONNELL DRIVE	FORESTVILLE	MD	20747	3017367296
8	52	033	07	7G	03841	REALCO GUNS INC	NULL	6108 MARLBORO PIKE	FORESTVILLE	MD	20747	6108 MARLBORO PIKE	FORESTVILLE	MD	20747	3017369800
8	52	033	01	8B	07482	"REALCO GUNS, INC"	NULL	6108 MARLBORO PIKE	FORESTVILLE	MD	207470000	6108 MARLBORO PIKE	FORESTVILLE	MD	207470000	3017369800
8	52	033	01	7G	08356	GUNNY SALES LLC	NULL	6333 OLD BRANCH AVE #301	CAMP SPRINGS	MD	20748	341 STONEHOUSE DR	SEVERNA PARK	MD	21146	3014674609
8	52	033	01	6K	08611	"GLADHILL, JAMES FRANKLIN"	NULL	24621 MARLBORO DR	DAMASCUS	MD	207500000	24621 MARLBORO DR	DAMASCUS	MD	207500000	3012533854
8	52	009	01	7C	03610	WAL-MART STORES EAST LP	WAL-MART #5345	10600 TOWNE CENTER BLVD	DUNKIRK	MD	20754	508 SW 8TH STREET	BENTONVILLE	AR	727160500	4102572610
8	52	009	01	6M	03531	"CLEARY, MICHELLE Z & THOMAS J"	SOUTHERN OUTFITTERS AND FIREARMS	11902 RIVERSHORE DR	DUNKIRK	MD	20754	11902 RIVERSHORE DR	DUNKIRK	MD	20754	3014524250
8	52	009	01	8K	01879	FREESTATE OUTDOORS INC	RONS BAY PRO SHOP	2819 CHESAPEAKE BEACH RD W	DUNKIRK	MD	20754	2819 CHESAPEAKE BEACH RD W	DUNKIRK	MD	20754	3018550351
8	52	009	01	6G	05408	"ROSE, ROBERT"	NULL	12525 VANOUS RD	DUNKIRK	MD	20754	12525 VANOUS RD	DUNKIRK	MD	20754	4439644579
8	52	009	01	6G	33009	"HOWARD, JAMES E"	NULL	3641 LYONS CREEK RD	DUNKIRK	MD	207540000	3641 LYONS CREEK RD	DUNKIRK	MD	207540050	3015734408
8	52	003	01	7G	08394	ARMY & AIR FORCE EXCHANGE SERVICE	FORT MEADE EXCHANGE	2799 ROSE ST	FT MEADE	MD	20755	2799 ROSE ST	FT MEADE	MD	20755	4106744540
8	52	027	01	6B	36424	"RISLEY, ROBERT F"	MOSS SPORTING GOODS	8715 BOLLMAN PL	SAVAGE	MD	20763	603 SIMMS LANDING ROAD	CROWNSVILLE	MD	21032	3015752231
8	52	027	07	7G	11500	"MC KEE, INC"	FULTON ARMORY	8725 BOLLMAN PLACE #1	SAVAGE	MD	207630000	8725 BOLLMAN PLACE #1	SAVAGE	MD	207630000	3014909485
8	52	027	08	7G	11501	MCKEE INC	FULTON ARMORY	8725 BOLLMAN PLACE #1	SAVAGE	MD	207630000	8725 BOLLMAN PLACE #1	SAVAGE	MD	207630000	3014909485
8	52	003	01	6L	02223	"QUIGLEY, WILLIAM H"	SOUTH COUNTY SPORT ARMS	1432 CEDARHURST RD	SHADY SIDE	MD	20764	1432 CEDARHURST RD	SHADY SIDE	MD	20764	4108677746
8	52	003	01	8M	07978	"LEBER, JOHN L"	JOHN LEBERS GUNSMITHING	1529 CEDARHURST RD	SHADY SIDE	MD	20764	1529 CEDARHURST RD	SHADY SIDE	MD	20764	4108676343
8	52	033	01	7J	33816	MARYLAND NAT'L CAPITAL PARK & PLANNING COMM	PRINCE GEORGE'S  COUNTY TRAP & SKEET CTR	10400 GOOD LUCK RD	GLENN DALE	MD	207690000	10400 GOOD LUCK RD	GLENN DALE	MD	207690000	3015777178
8	52	033	01	8G	08870	MARYLAND SMALL ARMS RANGE INC	NULL	9801 FALLARD COURT	UPPER MARLBORO	MD	20772	9801 FALLARD COURT	UPPER MARLBORO	MD	20772	3015990800
8	52	033	01	7D	03720	"BRINKLEY, JOHN MICHAEL"	NULL	8706 ARMSTRONG LN	UPPER MARLBORO	MD	20772	8706 ARMSTRONG LN	UPPER MARLBORO	MD	20772	3017355218
