Lic Regn	Lic Dist	Lic Cnty	Lic Type	Lic Xprdte	Lic Seqn	License Name	Business Name	Premise Street	Premise City	Premise State	Premise Zip Code	Mail Street	Mail City	Mail State	Mail Zip Code	Voice Phone
9	92	020	01	7D	00466	V F GRACE INC	NULL	605 E 13TH AVE	ANCHORAGE	AK	995014605	605 E 13TH AVE	ANCHORAGE	AK	995014605	9072726431
9	92	020	01	6H	00676	"GARTIN, ROBERT SCOTT"	GARTIN TRADING CO	8133 SAND LAKE RD	ANCHORAGE	AK	99502	8133 SAND LAKE RD	ANCHORAGE	AK	99502	9075290599
9	92	020	01	8K	01068	"CZAJKOWSKI, STEVEN ALAN"	ON TARGET FIREARMS	5889 BIG BEND LOOP	ANCHORAGE	AK	99502	5889 BIG BEND LOOP	ANCHORAGE	AK	99502	9075299646
9	92	020	01	7D	00762	"LAWYER, THOMAS JOHN"	TJL GUNSMITHING	9300 EMERALD	ANCHORAGE	AK	99502	9300 EMERALD	ANCHORAGE	AK	99502	9072233882
9	92	020	01	6M	00230	"RICHTER, RICK"	RICK'S GUNS	7001 KITLISA	ANCHORAGE	AK	99502	7001 KITLISA	ANCHORAGE	AK	99502	9072481499
9	92	020	01	8M	02080	"PARRET, GREGORY"	GP TACTICAL & FABRICATION	2430 SUNNY CIRCLE	ANCHORAGE	AK	99502	2430 SUNNY CIRCLE	ANCHORAGE	AK	99502	9072506701
9	92	020	01	6H	01066	"CIKANEK, JAMES JOSEPH"	JIMS FIREARMS	7104 LOWELL CIR	ANCHORAGE	AK	99502	7104 LOWELL CIR	ANCHORAGE	AK	99502	9072433260
9	92	020	01	7L	35749	"JONES, DWIGHT DOUGLAS"	ALEUTIAN ARMS	3926 BRENTWOOD CIR	ANCHORAGE	AK	995020000	3926 BRENTWOOD CIR	ANCHORAGE	AK	995020000	9072482435
9	92	020	01	7C	47437	"BREDIN, DAVID W"	NULL	6600 KINCAID RD	ANCHORAGE	AK	995020000	6600 KINCAID RD	ANCHORAGE	AK	995020000	9072489301
9	92	020	08	8C	03680	"SMILEY, LESLIE B"	ALASKA GUN RUNNERS	3921 BRENTWOOD CIRCLE	ANCHORAGE	AK	995020000	3921 BRENTWOOD CIRCLE	ANCHORAGE	AK	995020000	9072485234
9	92	020	01	6G	34274	"HERMANNES, DENNY J"	MIZZOU MULE GUNS	8007 COUNTRYWOODS DR	ANCHORAGE	AK	995020000	8007 COUNTRYWOODS DR	ANCHORAGE	AK	995020000	9073517900
9	92	020	01	9C	01450	"CRUZALEY PHILLIPS, JUAN C"	E.D.C ALASKA	515 E. NORTHERN LIGHTS	ANCHORAGE	AK	99503	515 E. NORTHERN LIGHTS	ANCHORAGE	AK	99503	9072306957
9	92	020	02	8H	00973	CASH AMERICA INC OF ALASKA	CASH AMERICA PAWN	229 W FIREWEED LANE	ANCHORAGE	AK	99503	1600 W 7TH ST	FORT WORTH	TX	76102	9072723511
9	92	020	01	6E	02172	LETHAL WEAPON GUNS LLC	LETHAL WEAPON GUNS	2812 SPENARD RD	ANCHORAGE	AK	99503	2812 SPENARD RD	ANCHORAGE	AK	99503	9072794867
9	92	020	01	7M	01298	THE AMMO CAN LLC	THE AMMO CAN LLC	2917 SPENARD RD	ANCHORAGE	AK	99503	2917 SPENARD RD	ANCHORAGE	AK	99503	9072722666
9	92	020	01	6G	01567	"HIATT, RICHARD LEE JR"	OMEGA ORETT	209 E 23RD AVE	ANCHORAGE	AK	99503	209 E 23RD AVE	ANCHORAGE	AK	99503	2192865791
9	92	020	01	6M	04479	NORTHERN SECURITY INC	NULL	4147 OLD SEWARD HWY	ANCHORAGE	AK	99503	4147 OLD SEWARD HWY	ANCHORAGE	AK	99503	9075615602
9	92	020	01	8B	02506	GUN RUNNERS LLC	GUN RUNNERS	601 E NORTHERN LIGHTS BLVD #D	ANCHORAGE	AK	99503	601 E NORTHERN LIGHTS BLVD #D	ANCHORAGE	AK	99503	9072455486
9	92	020	02	8H	00963	CASH AMERICA INC OF ALASKA	CASH AMERICA PAWN	2911 SPENARD RD	ANCHORAGE	AK	99503	1600 W 7TH ST	FORT WORTH	TX	76102	9075611630
9	92	020	01	7H	00320	"PALECEK, EDDIE L"	OLD WESTERN GUNS	4700 CANTER BURY WAY	ANCHORAGE	AK	99503	4700 CANTER BURY WAY	ANCHORAGE	AK	99503	9075610324
9	92	020	01	7F	35222	"WAL-MART STORES, INC"	WAL-MART #2070	3101 A STREET	ANCHORAGE	AK	995030000	508 SW 8TH STREET	BENTONVILLE	AR	727160500	9075635900
9	92	020	01	7G	02429	GUN RUNNERS LLC	GUN RUNNERS 2	1200 TURPIN RD	ANCHORAGE	AK	99504	1200 TURPIN RD	ANCHORAGE	AK	99504	9076321112
9	92	020	01	9E	02672	907 SURPLUS LLC	NULL	328 BONIFACE PARKWAY	ANCHORAGE	AK	99504	328 BONIFACE PARKWAY	ANCHORAGE	AK	99504	9076779780
9	92	020	01	6K	02291	"WAL-MART STORES, INC"	WALMART #4359	7405 DEBARR ROAD	ANCHORAGE	AK	99504	508 SW 8TH STREET	BENTONVILLE	AR	727160500	9073399039
9	92	020	01	8D	02525	COLOSUS ENTERPRISES LLC	NULL	3080 BROOKRIDGE CIR	ANCHORAGE	AK	99504	3080 BROOKRIDGE CIR	ANCHORAGE	AK	99504	9075299026
9	92	020	02	8H	00962	CASH AMERICA INC OF ALASKA	CASH AMERICA PAWN	150 MULDOON RD	ANCHORAGE	AK	99504	1600 W 7TH ST	FORT WORTH	TX	76102	9073383297
9	92	020	01	6G	02139	"ANCHORAGE TACTICAL AND FIREARMS, LLC"	ANCHORAGE TACTICAL AND FIREARMS	10212 VALLEY PARK DRIVE	ANCHORAGE	AK	99504	10212 VALLEY PARK DR	ANCHORAGE	AK	99507	9073061092
9	92	020	01	8E	01357	TSA STORES INC	SPORTS AUTHORITY #566	1200 N MULDOON RD	ANCHORAGE	AK	99504	1050 W HAMPDEN AVE	ENGLEWOOD	CO	80110	9072776774
9	92	020	01	8K	01411	"HUBBARD, CHARLES ABNER"	FIREARM MANAGEMENT	6700 FOOTHILL DR	ANCHORAGE	AK	99504	6700 FOOTHILL DR	ANCHORAGE	AK	99504	9072424909
9	92	020	06	8K	01413	"HUBBARD, CHARLES ABNER"	FIREARM MANAGEMENT	6700 FOOTHILL DR	ANCHORAGE	AK	99504	6700 FOOTHILL DR	ANCHORAGE	AK	99504	9072424909
9	92	020	01	9E	01533	ALASKA GUN INC	NULL	2341 BANBURY DR	ANCHORAGE	AK	99504	2341 BANBURY DR	ANCHORAGE	AK	99504	9072587900
9	92	020	01	8H	00047	"ALASKA TACTICAL & SECURITY, INC."	NULL	210 MULDOON ROAD	ANCHORAGE	AK	99504	210 MULDOON ROAD	ANCHORAGE	AK	99504	9073383458
9	92	020	01	7K	01862	"KASTERIN, MICHAEL L JR"	LITTLE CREEK OUTFITTERS	8661 MUIR CT	ANCHORAGE	AK	99504	8661 MUIR CT	ANCHORAGE	AK	99504	9073330156
9	92	020	01	7J	01865	"HAMMERMEISTER, HELMUT K"	ALASKA CUSTOM GUNS & AMMO	3307 BONIFACE PKWY SPC #79	ANCHORAGE	AK	99504	3307 BONIFACE PKWY SPC #79	ANCHORAGE	AK	99504	9073323029
9	92	020	01	7G	00344	"HEFFELE, BRADLEY H"	THE NEW GUNTRADERS	"500 MULDOON ROAD, SUITE 12"	ANCHORAGE	AK	99504	"500 MULDOON ROAD, SUITE 12"	ANCHORAGE	AK	99504	9073376522
9	92	020	01	8K	02624	"BAKER, ROBERT JOHN"	NULL	6937 GEMINI DRIVE	ANCHORAGE	AK	995040000	6937 GEMINI DRIVE	ANCHORAGE	AK	995040000	4064381707
9	92	020	01	7F	02127	"BISHOP, JOSEPH J"	BISHOPS CUSTOM LOADING	520 DONNA DR	ANCHORAGE	AK	995040000	520 DONNA DR	ANCHORAGE	AK	995040000	9073383758
9	92	020	01	7E	04711	"CRAWFORD, WILLIAM M"	M-W SALES CO	8640 KUSHTAKA CIR	ANCHORAGE	AK	995040000	8640 KUSHTAKA CIR	ANCHORAGE	AK	995040000	9073375449
9	92	020	01	7L	04440	"FREEBORN, DENNIS W"	DOCS GUN SHOP	4383 RENDEZVOUS CIR	ANCHORAGE	AK	995040000	4383 RENDEZVOUS CIR	ANCHORAGE	AK	995040000	9073382020
9	92	020	06	7F	02126	"BISHOP, JOSEPH J"	BISHOPS CUSTOM LOADING	520 DONNA DR	ANCHORAGE	AK	995040000	520 DONNA DR	ANCHORAGE	AK	995040000	9073383758
9	92	020	01	8F	35569	"IRETON, JOSEPH THEOPHILE"	IRETON SPORTS	505 JORDT CIR	ANCHORAGE	AK	995041129	505 JORDT CIR	ANCHORAGE	AK	995041129	9073337602
9	92	020	01	8G	00469	FRED MEYER STORES INC	FRED MEYER #18	7701 DEBARR ROAD	ANCHORAGE	AK	995041872	PO BOX 42121 ATTN: REG ASST MS 23C	PORTLAND	OR	972420121	9072691700
9	92	020	01	9F	01529	ARMY & AIR FORCE EXCHANGE SERVICE	ELMENDORF JOINT MILITARY MALL	5800 WESTOVER AVE	ELMENDORF AFB	AK	99506	5800 WESTOVER AVE	ELMENDORF AFB	AK	99506	9077534422
9	92	020	01	7D	02705	"BARR, BARRY ALLEN"	GRANNY'S GUNS	2000 E DOWLING RD #4	ANCHORAGE	AK	99507	2000 E DOWLING RD #4	ANCHORAGE	AK	99507	9072224867
9	92	020	01	7C	00765	"SKIEENS, DAVID J"	ROCKHILL ENTERPRISES	6531 SHALE CR	ANCHORAGE	AK	99507	6531 SHALE CR	ANCHORAGE	AK	99507	9073462085
9	92	020	01	7B	02384	"LINCOLN, PHILIP A"	PRECISION CERAKOTE	7500 SOLDOTNA DR	ANCHORAGE	AK	99507	7500 SOLDOTNA DR	ANCHORAGE	AK	99507	9072444755
9	92	020	01	6J	35655	"BOICE, GEORGE E JR"	GEORGE'S SPORTING GOODS	3311 MAN CIR # 2	ANCHORAGE	AK	99507	3311 MAN CIR # 2	ANCHORAGE	AK	99507	9073607123
9	92	020	01	6L	35688	"SPARROWGROVE, KEVIN L"	L&K REFRIGERATION	4318 MARS DR	ANCHORAGE	AK	99507	BOX 231466	ANCHORAGE	AK	995231466	9073447974
9	92	020	01	8G	00472	FRED MEYERS STORES INC	FRED MEYER #656	2300 ABBOTT ROAD	ANCHORAGE	AK	99507	PO BOX 42121 ATTN: REG ASST MS 23C	PORTLAND	OR	972420121	9073652000
9	92	020	01	8D	00446	"EVERETT, ROBERT YOUNG"	RU OUTDOORS?	7300 WHITE HAWK DRIVE	ANCHORAGE	AK	99507	7300 WHITE HAWK DRIVE	ANCHORAGE	AK	99507	9074445145
9	92	020	01	7G	02427	HAWK'S GUNSMITHING LLC	HAWK'S GUNSMITHING	5101 LAUREL ST	ANCHORAGE	AK	99507	5101 LAUREL ST	ANCHORAGE	AK	99507	9075620881
9	92	020	01	7M	62830	"HALLER, BOB CHARLES"	B & B FIREARMS	7051 VIBURNUM DR	ANCHORAGE	AK	99507	7051 VIBURNUM DR	ANCHORAGE	AK	99507	9073339461
9	92	020	01	7F	35366	"PRICE, GARY W"	NULL	5200 E 100TH AVE	ANCHORAGE	AK	99507	5200 E 100TH AVE	ANCHORAGE	AK	99507	9076464661
9	92	020	01	6L	02318	JODO TARGET ARMS LLC	NULL	9398 AUTUMN RIDGE CIR	ANCHORAGE	AK	99507	9398 AUTUMN RIDGE CIR	ANCHORAGE	AK	99507	7086558228
9	92	020	01	7H	01852	"CANNON, AILEEN ROCHELLE & GREEN, KARL SAMUEL III"	ACCURATE AMMO & TACTICAL EQUPMENT	7040 GENNY CIRCLE	ANCHORAGE	AK	99507	7040 GENNY CIRCLE	ANCHORAGE	AK	99507	9072309016
9	92	020	01	6J	01599	DENALI AUCTION COMPANY LLC	NULL	1515 E TUDOR RD SUITE 11	ANCHORAGE	AK	99507	1515 E TUDOR RD SUITE 11	ANCHORAGE	AK	99507	9075613306
9	92	020	01	8K	00922	AMERICAN SHOOTIST LLC	NULL	8606 SAHALEE DRIVE	ANCHORAGE	AK	99507	8606 SAHALEE DRIVE	ANCHORAGE	AK	99507	9074400400
9	92	020	01	7J	05075	"GRANT, ALLAN P"	GRANTS	7120 FERGY CIR	ANCHORAGE	AK	995070000	7120 FERGY CIR	ANCHORAGE	AK	995070000	9072408305
9	92	020	01	7C	46962	"HORST, ROBIN L"	PHOENIX MUNITIONS	6701 TIFFANY TERRACE	ANCHORAGE	AK	995070000	6701 TIFFANY TERRACE	ANCHORAGE	AK	995070000	9073448723
9	92	020	01	7H	33577	"LEMON, JEFF L"	ANTARCTIC ARMS	1821 CONGRESS CIR #2	ANCHORAGE	AK	995070000	1821 CONGRESS CIR #2	ANCHORAGE	AK	995070000	9073445598
9	92	020	01	7H	00115	GREAT NORTHERN GUNS INC	NULL	4425 WRIGHT ST	ANCHORAGE	AK	995071141	4425 WRIGHT ST	ANCHORAGE	AK	995071141	9075633006
9	92	020	01	6M	00714	"SOFTWORLD, INC"	NULL	2668 LAUREN CREEK LOOP	ANCHORAGE	AK	995071484	PO BOX 231207	ANCHORAGE	AK	995231207	9079290671
9	92	020	02	9A	02630	FAST CASH ANCHORAGE LLC	ALASKA FAST CASH ANCHORAGE	5520 LAKE OTIS PKWY STE 105B	ANCHORAGE	AK	995071777	5520 LAKE OTIS PKWY STE 105B	ANCHORAGE	AK	995071777	9077717990
9	92	020	01	9D	05322	"SMITH, TERRY J"	SMITTYS FIREARMS	6901 VIBURNUM DR	ANCHORAGE	AK	995072469	6901 VIBURNUM DR	ANCHORAGE	AK	995072469	9072447519
9	92	020	01	7F	52733	"HAWKER, MICHAEL C"	HAWKERS SPORTING GOODS ALASKA	11001 GLAZANOF DR	ANCHORAGE	AK	995076489	PO BOX 111329	ANCHORAGE	AK	995111329	9073462844
9	92	020	02	8H	00965	CASH AMERICA INC OF ALASKA	CASH AMERICA PAWN OF ANCHORAGE #3	3920 MT VIEW DR	ANCHORAGE	AK	99508	1600 W 7TH ST	FORT WORTH	TX	76102	9073340608
9	92	020	02	8M	00460	PRICE BUSTERS INC	NULL	4231 MT VIEW DRIVE	ANCHORAGE	AK	99508	4231 MT VIEW DRIVE	ANCHORAGE	AK	99508	9072789200
9	92	020	01	6J	01606	"GERMAN, JAMES DOUGLAS"	ALASKA DOWNRANGE ENTERPRISES	1701 LAKE OTIS PKWY	ANCHORAGE	AK	99508	1701 LAKE OTIS PKWY	ANCHORAGE	AK	99508	9079478984
9	92	020	01	8K	00941	"SANFORD, DENISON R"	DENNYS RELOADS	4325 E 5TH AVE	ANCHORAGE	AK	99508	PO BOX 140512	ANCHORAGE	AK	995140000	9073332688
9	92	020	01	7G	01779	"HALE, ALBERT FRANKLIN JR"	HIGH NOON GUNS	2831 COLUMBIA ST	ANCHORAGE	AK	99508	2831 COLUMBIA ST	ANCHORAGE	AK	99508	9072303705
9	92	020	01	6L	35441	PRECISION ARMS INC	NULL	2060 DUKE DR	ANCHORAGE	AK	995080000	2060 DUKE DR	ANCHORAGE	AK	995080000	9072795755
9	92	020	01	8B	35758	"PRATT, JOHN"	NULL	1557 SUNRISE DR	ANCHORAGE	AK	995080000	1557 SUNRISE DR	ANCHORAGE	AK	995080000	9072723372
9	92	020	01	7H	34905	"RADWAN, ABED STEVE"	AR GUNS	511B MISTY FJORD CIR	ANCHORAGE	AK	995080000	PO BOX 141444	ANCHORAGE	AK	99514	9073383629
9	92	020	01	8G	00474	FRED MEYER STORES INC	FRED MEYER #11	1000 E NORTHERN LIGHTS BLVD	ANCHORAGE	AK	995084283	PO BOX 42121 ATTN: REG ASST MS 23C	PORTLAND	OR	972420121	9072649600
9	92	020	01	7B	00724	"GALLIVAN, EDWARD M"	BROWNBEAR GUNSMITHING	1185 OCEANVIEW DR	ANCHORAGE	AK	99515	1185 OCEANVIEW DR	ANCHORAGE	AK	99515	9073601852
9	92	020	07	9E	02700	ALASKA MUNITIONS AND OUTDOOR LLC	AK MUNITIONS	1922 STONEGATE CIRCLE	ANCHORAGE	AK	99515	1922 STONEGATE CIRCLE	ANCHORAGE	AK	99515	9073603397
9	92	020	07	7K	02456	"CORBIN, CHRISTOPHER W"	FROSTBITE FIREARMS	1710 VASHON CIRCLE	ANCHORAGE	AK	99515	1710 VASHON CIRCLE	ANCHORAGE	AK	99515	9073500059
9	92	020	01	9A	02621	"SHELT, BRUCE MICHAEL"	GOLDSTREAM VALLEY GUNS	14215 HANCOCK DRIVE	ANCHORAGE	AK	99515	PO BOX 110123	ANCHORAGE	AK	99511	9075225899
9	92	020	02	6K	01618	CASH AMERICA INC OF ALASKA	CASH AMERICA PAWN	901 E DIMOND BLVD	ANCHORAGE	AK	99515	1600 W 7TH ST	FORT WORTH	TX	76102	9076460861
9	92	020	01	7C	02388	CABELA'S WHOLESALE INC	CABELA'S	155 W 104TH STREET	ANCHORAGE	AK	99515	ONE CABELA DRIVE	SIDNEY	NE	69160	9073413400
9	92	020	01	7M	06049	"PECK, H ARTHUR"	PECKS STORE NORTH	761 HIGH VIEW DR	ANCHORAGE	AK	99515	761 HIGH VIEW DR	ANCHORAGE	AK	99515	9073451123
9	92	020	01	8C	33782	"PENROD, ROGER PAUL"	NORTHERN LIGHTS GUNS	10287 HALFHITCH CIRCLE	ANCHORAGE	AK	99515	10287 HALFHITCH CIRCLE	ANCHORAGE	AK	99515	9073060546
9	92	020	01	7M	04528	MICHAEL SEDOR OR JASON B SEDOR	ALASKA TRAPPERS CACHE	"9363 MORNINGSIDE LOOP, UNIT A"	ANCHORAGE	AK	99515	"9363 MORNINGSIDE LOOP, UNIT A"	ANCHORAGE	AK	99515	9073492444
9	92	020	01	7F	00386	"WAL-MART STORES, INC"	WAL-MART SUPERCENTER #2071	8900 OLD SEWARD HWY	ANCHORAGE	AK	99515	508 SW 8TH STREET	BENTONVILLE	AR	727160500	9073445300
9	92	020	01	8G	02017	"GRIMES, TREVOR F"	RYDERS	9800 WHITEFISH CIR	ANCHORAGE	AK	99515	9800 WHITEFISH CIR	ANCHORAGE	AK	99515	9073605656
9	92	020	01	8C	00299	"ROBINSON, JEFFREY WAYNE"	NORTH-STAR FIREARMS	12560 BEACHCOMBER DR	ANCHORAGE	AK	99515	12560 BEACHCOMBER DR	ANCHORAGE	AK	99515	9073362424
9	92	020	01	7J	02453	ALASKA R & C COMMUNICATION INC	NULL	651 E 100TH AVE UNIT A	ANCHORAGE	AK	99515	651 E 100TH AVE UNIT A	ANCHORAGE	AK	99515	9073331044
9	92	020	01	6F	02162	"PASCHALL, DOUGLAS SCOTT"	FIREHOUSE GUN COATING	13420 KAREN ST	ANCHORAGE	AK	99515	13420 KAREN ST	ANCHORAGE	AK	99515	9073011469
9	92	020	02	9F	35372	SOUTHSIDE TRADE & LOAN INC	NULL	9410 OLD SEWARD HWY	ANCHORAGE	AK	995150000	9410 OLD SEWARD HWY	ANCHORAGE	AK	995150000	9073494486
9	92	020	01	7K	05065	"HODGES, JONATHAN D"	ALASKA GUNS	3991 ALITAK BAY	ANCHORAGE	AK	995150000	3991 ALITAK BAY	ANCHORAGE	AK	995150000	9075221719
9	92	020	01	8G	00467	FRED MEYER STORES INC	FRED MEYER STORE #71	2000 WEST DIMOND BLVD	ANCHORAGE	AK	995151400	PO BOX 42121 ATTN: REG ASST MS 23C	PORTLAND	OR	972420121	9072676700
9	92	020	01	8B	00597	SPORTSMAN'S WAREHOUSE INC	SPORTSMAN'S WAREHOUSE 121	8681 OLD SEWARD HWY	ANCHORAGE	AK	995152017	"7035 S HIGH TECH DR, ATTN: HUNTING DEPT"	MIDVALE	UT	840473706	9076441400
9	92	020	01	8H	00975	TSA STORES INC	SPORTS AUTHORITY #565	8931 OLD SEWARD HWY	ANCHORAGE	AK	995152023	1050 W HAMPDEN AVE	ENGLEWOOD	CO	801102118	9073496881
9	92	020	01	9B	00326	MT VIEW SPORTS CENTER INC	NULL	11124 OLD SEWARD HIGHWAY UNIT 600	ANCHORAGE	AK	995153122	11124 OLD SEWARD HIGHWAY UNIT 600	ANCHORAGE	AK	995153122	9072226633
9	92	020	01	7D	03297	"CHARLTON, REGINA C"	CHARLTON GUNS	2331 SUES WAY	ANCHORAGE	AK	99516	PO BOX 112849	ANCHORAGE	AK	995112928	9073463151
9	92	020	01	9D	02693	"MUSICK, TERRENCE ROBERT"	FYRBRD GUNS	12220 RAINBOW AVE	ANCHORAGE	AK	99516	12220 RAINBOW AVE	ANCHORAGE	AK	99516	9073455030
9	92	020	01	6F	02241	WEKA LLC	WEKA GUNS	2501 WINTERCHASE CIR	ANCHORAGE	AK	99516	P O BOX 240474	ANCHORAGE	AK	99516	9074418559
9	92	020	01	8F	02556	"HERRING, GARY DWAYNE"	INFINITY PRODUCTS	4723 POTTER CREST CIR	ANCHORAGE	AK	99516	4723 POTTER CREST CIR	ANCHORAGE	AK	99516	9074410845
9	92	020	01	8G	33965	"HENRY, ANTHONY C"	NULL	16372 SANDPIPER DR	ANCHORAGE	AK	99516	16372 SANDPIPER DR	ANCHORAGE	AK	99516	9073367861
9	92	020	01	7E	02417	"SUTTER, BRAD"	LIBERTY ARMS	18701 DENMARK CIRCLE	ANCHORAGE	AK	99516	10431 BRAYTON DRIVE	ANCHORAGE	AK	99507	9073498432
9	92	020	01	6L	02129	"DELGADO, ELIUD"	NULL	12145 WOODCHASE DRIVE	ANCHORAGE	AK	995160000	12145 WOODCHASE DRIVE	ANCHORAGE	AK	995160000	9077640883
9	92	020	01	9E	07143	"ANDREWS, RICHARD C"	NULL	12621 SAUNDERS RD	ANCHORAGE	AK	995160000	12621 SAUNDERS RD	ANCHORAGE	AK	995160000	9073452235
9	92	020	01	8F	34867	"SOOTS, RICKY ALLAN"	RICKS GUNS & RELOADING	13400 VERN DR	ANCHORAGE	AK	995160000	13400 VERN DR	ANCHORAGE	AK	995160000	9073459876
9	92	020	07	9C	02141	THE LEWIS GROUP LLC	NULL	2020 STEEPLE DR	ANCHORAGE	AK	995162617	2020 STEEPLE DR	ANCHORAGE	AK	995162617	9072221628
9	92	020	01	7L	01831	"LEWIS GROUP LLC, THE"	NULL	2020 STEEPLE DR	ANCHORAGE	AK	995162617	2020 STEEPLE DR	ANCHORAGE	AK	995162617	9076022707
9	92	020	01	7H	41710	"WADE, CRAIG JAMES"	NULL	17401 ASHLAND DR	ANCHORAGE	AK	995165712	17401 ASHLAND DR	ANCHORAGE	AK	995165712	9074414770
9	92	020	01	8E	33889	"CHERVEN, JOHN B JR"	NULL	2123 TRIBUTARY CIR	ANCHORAGE	AK	995167319	2123 TRIBUTARY CIR	ANCHORAGE	AK	995167319	9073452242
9	92	020	01	6K	02327	BLURE COLLAR OPERATIONS LLC	UNDER COVER SIDEARMS	4719 MALIBU RD	ANCHORAGE	AK	99517	4719 MALIBU RD	ANCHORAGE	AK	99517	9079539511
9	92	020	01	7J	35735	ACTIONS BY GENE INC	NULL	"814 W. NORTHERN LIGHTS BLVD, SUITE E-7"	ANCHORAGE	AK	99517	720 ASH PLACE	ANCHORAGE	AK	995011201	9075639797
9	92	020	01	7D	34683	ALASKA NATIVE INDUSTRIES COOPERATIVE ASSOC INC	ANICA INC	1801 W 48TH AVE	ANCHORAGE	AK	995170000	4025 DELRIDGE WAY SW SUITE 300	SEATTLE	WA	98106	9072483100
9	92	020	01	7E	06134	"IZOLD, RICHARD R"	NORTH STAR GUN REPAIR	1907 CLEVELAND AVE	ANCHORAGE	AK	995170000	1907 CLEVELAND AVE	ANCHORAGE	AK	995170000	9075635155
9	92	020	01	7A	05141	"COLLINS, WAYNE EARL"	NULL	3807 ARKANSAS DR	SPENARD	AK	995170000	3807 ARKANSAS DR	SPENARD	AK	995170000	9072436895
9	92	020	06	9F	33041	"DUBE, AARON ACE"	MCA SPORTS/ACE BULLET CO	2800 W 33RD ROAD	ANCHORAGE	AK	995170000	2800 W 33RD ROAD	ANCHORAGE	AK	995170000	9072484913
9	92	020	01	9C	02675	RIVER WOLF OUTFITTERS LLC	NULL	515 RIVERSTONE WAY	ANCHORAGE	AK	99518	515 RIVERSTONE WAY	ANCHORAGE	AK	99518	9075759045
9	92	020	01	9E	01091	"JACOBSON, CODY"	RIVER WOLF OUTFITTERS	515 RIVERSTONE WAY	ANCHORAGE	AK	99518	515 RIVERSTONE WAY	ANCHORAGE	AK	99518	9075759045
9	92	020	07	7H	00798	"WILD WEST GUNS, LLC"	WILD WEST GUNS	7100 HOMER DRIVE	ANCHORAGE	AK	99518	7100 HOMER DRIVE	ANCHORAGE	AK	99518	9073444500
9	92	020	01	8G	01993	"ANCHORAGE ARMORY, LLC"	ANCHORAGE ARMORY	6651 WES WAY	ANCHORAGE	AK	99518	6651 WES WAY	ANCHORAGE	AK	99518	9075224867
9	92	020	01	9C	35384	NORTH PACIFIC AUCTIONEERS LTD	NULL	6909 ROSEWOOD ST	ANCHORAGE	AK	99518	7041 JOSEPH ST	ANCHORAGE	AK	995180000	9075221449
